abster-se； abstain/棄權； v. r.；Nas assembleias, muitos cidadãos decidiram abster-se da votação.; de
constatação；證實/確認；名詞 (s. f.)；A constatação dos factos levou à revisão do processo.；—
constranger；強迫/使尷尬；動詞 (v. tr.)；A situação constrangeu todos os presentes.；—
consuetudinário；習慣的/慣例的；形容詞 (adj.)；O direito consuetudinário baseia-se nos costumes.；—
consultar；諮詢/查閱；動詞 (v. tr.)；Consultou o médico sobre os seus sintomas.；—
consumado；完成的/完美的；形容詞 (adj.)；É um consumado especialista na matéria.；—
consumir；消耗/耗費；動詞 (v. tr.)；O projeto consumiu todos os recursos disponíveis.；—
contagiante；傳染性的/有感染力的；形容詞 (adj.)；O seu entusiasmo é contagiante.；—
contaminar；污染/感染；動詞 (v. tr.)；Os lençóis freáticos foram contaminados por resíduos tóxicos.；—
contenda；爭論/衝突；名詞 (s. f.)；A contenda entre os dois países durou décadas.；—
contendor；競爭者/對手；名詞 (s. m.)；Os contendores preparavam-se para o debate.；—
contenção；遏制/節制；名詞 (s. f.)；A contenção de despesas é prioritária este ano.；—
contexto；上下文/背景；名詞 (s. m.)；É preciso analisar o contexto histórico da obra.；—
contíguo；毗鄰的/相接的；形容詞 (adj.)；Os dois terrenos são contíguos.；contíguo a
continência；自制/節制；名詞 (s. f.)；Manteve a continência apesar da provocação.；—
contorcer；扭曲/扭轉；動詞 (v. tr. e pron.)；Contorceu-se de dores no chão.；—
contra-argumento；反駁論點；名詞 (s. m.)；O advogado apresentou um contra-argumento irrefutável.；—
contrabaixo；低音提琴；名詞 (s. m.)；O contrabaixo é um instrumento de cordas.；—
contraditório；矛盾的/辯論的；形容詞 (adj.)；O seu depoimento estava cheio de elementos contraditórios.；—
contrafação；偽造/仿冒；名詞 (s. f.)；A contrafação de marcas é crime punível por lei.；—
contrafeito；不情願的/不自在的；形容詞 (adj.)；Sorriu de forma contrafeita ao receber a crítica.；—
contrapartida；交換/補償；名詞 (s. f.)；Em contrapartida do investimento, receberá ações da empresa.；em contrapartida de
contraponto；對位/對比；名詞 (s. m.)；A música barroca é rica em contraponto.；—
contrariar；反對/違背；動詞 (v. tr.)；Não gosto de contrariar os outros sem razão.；—
contrato；合同/契約；名詞 (s. m.)；O contrato foi assinado por ambas as partes.；—
contravenção；違法/違規；名詞 (s. f.)；Estacionar em local proibido é uma contravenção.；—
contributo；貢獻/捐助；名詞 (s. m.)；O seu contributo para a ciência foi inestimável.；—
contristado；悲傷的/難過的；形容詞 (adj.)；Ficou contristado com a notícia da morte do amigo.；—
controvérsia；爭議/辯論；名詞 (s. f.)；A decisão gerou controvérsia na opinião pública.；—
convalescer；康復/恢復；動詞 (v. intr.)；Ainda está a convalescer da cirurgia.；—
conveniência；方便/適宜；名詞 (s. f.)；A conveniência do horário é um fator importante.；—
convergência；匯合/趨同；名詞 (s. f.)；A convergência de opiniões permitiu um acordo rápido.；—
conversão；轉變/兌換；名詞 (s. f.)；A conversão do edifício em museu demorou dois anos.；—
convicção；確信/信念；名詞 (s. f.)；Falou com convicção, convencendo toda a audiência.；—
convolução；卷繞/複雜；名詞 (s. f.)；A convolução do processo burocrático atrasou a aprovação.；—
convulsão；震盪/動盪；名詞 (s. f.)；O país atravessou uma convulsão política violenta.；—
cooperação；合作/協作；名詞 (s. f.)；A cooperação internacional é essencial para combater a pandemia.；—
coordenação；協調/協作；名詞 (s. f.)；A coordenação entre as equipas foi exemplar.；—
copioso；豐富的/大量的；形容詞 (adj.)；Choveu de forma copiosa durante toda a semana.；—
coqueluche；寵兒/流行；名詞 (s. f.)；O jovem cantor é a coqueluche do momento.；—
coragem；勇氣/膽量；名詞 (s. f.)；Teve coragem para denunciar as injustiças.；—
corcunda；駝背/駝子；名詞 (s. f. e m.)；O corcunda de Notre-Dame é um romance famoso.；—
cordão；繩索/封鎖線；名詞 (s. m.)；A polícia montou um cordão de segurança à volta do edifício.；—
cordialidade；親切/真誠；名詞 (s. f.)；Foi recebido com cordialidade pelos anfitriões.；—
corolário；必然結果/推論；名詞 (s. m.)；A inflação é um corolário do aumento da procura.；—
corpo；身體/團體；名詞 (s. m.)；O corpo docente reuniu-se para decidir o calendário escolar.；—
correição；巡查/整頓；名詞 (s. f.)；O juiz fez uma correição ao tribunal da comarca.；—
correlação；相關性/關聯；名詞 (s. f.)；Há uma correlação direta entre o estudo e o sucesso profissional.；—
corresponder；對應/通信；動詞 (v. tr. e pron.)；A sua dedicação correspondeu às expectativas.；corresponder a
correria；奔跑/混亂；名詞 (s. f.)；Houve uma correria geral quando soou o alarme.；—
corroborar；證實/支持；動詞 (v. tr.)；As provas corroboram a sua versão dos factos.；—
corrosivo；腐蝕的/尖刻的；形容詞 (adj.)；O seu humor corrosivo nem sempre é bem recebido.；—
cortês；有禮的/殷勤的；形容詞 (adj.)；O vendedor foi muito cortês no atendimento.；—
cortesia；禮貌/好意；名詞 (s. f.)；Por cortesia, ofereceu-lhe o lugar no autocarro.；—
coruchéu；尖頂/塔尖；名詞 (s. m.)；O coruchéu da igreja avista-se de longe.；—
coscuvilhar；說閒話/搬弄是非；動詞 (v. intr.)；Passa o tempo a coscuvilhar sobre a vida dos vizinhos.；—
cota；份額/配額；名詞 (s. f.)；A cota de importação foi reduzida este ano.；—
cotação；報價/行情；名詞 (s. f.)；A cotação do dólar subiu hoje nos mercados financeiros.；—
cotidiano；日常的/每日的；形容詞 (adj.)；O trabalho cotidiano pode tornar-se monótono.；—
covil；巢穴/藏身處；名詞 (s. m.)；O ladrão escondeu-se no seu covil durante semanas.；—
coxear；跛行/蹣跚；動詞 (v. intr.)；O cavalo coxeava devido a uma ferida no casco.；—
cozer；烹煮/燒製；動詞 (v. tr.)；A cerâmica é cozida a altas temperaturas.；—
coágulo；凝塊/血塊；名詞 (s. m.)；O coágulo bloqueou a circulação sanguínea.；—
crânio；頭顱/頭骨；名詞 (s. m.)；O crânio humano protege o cérebro.；—
crasso；粗野的/嚴重的；形容詞 (adj.)；Cometeu um erro crasso ao assinar o documento sem ler.；—
criação；創作/飼養；名詞 (s. f.)；A criação de gado é a principal atividade económica da região.；—
crise；危機/恐慌；名詞 (s. f.)；A crise financeira abalou a economia mundial.；—
cristalino；透明的/水晶般的；形容詞 (adj.)；As águas cristalinas do lago são deslumbrantes.；—
critério；標準/準則；名詞 (s. m.)；A seleção foi feita com base em critérios rigorosos.；—
criticar；批評/評論；動詞 (v. tr.)；Criticou a política do governo com argumentos sólidos.；—
crucial；關鍵的/決定性的；形容詞 (adj.)；Este momento é crucial para o futuro da empresa.；—
crucificar；釘十字架/折磨；動詞 (v. tr.)；Os romanos crucificavam os criminosos naquela época.；—
crueza；生硬/殘酷；名詞 (s. f.)；A crueza do relato chocou os leitores.；—
crónico；慢性的/長期的；形容詞 (adj.)；O desemprego crónico afeta milhares de famílias.；—
cuidadoso；小心的/謹慎的；形容詞 (adj.)；O trabalho cuidadoso do ourives é impressionante.；—
culminância；頂點/極致；名詞 (s. f.)；A culminância da sua carreira foi o Prémio Nobel.；—
culpabilidade；有罪/罪過；名詞 (s. f.)；A culpabilidade do arguido foi provada em tribunal.；—
cultivar；耕作/培養；動詞 (v. tr.)；Cultiva o hábito da leitura desde criança.；—
cultura；文化/文明；名詞 (s. f.)；A cultura portuguesa é rica em tradições.；—
cume；山頂/頂點；名詞 (s. m.)；Alcançou o cume da montanha após horas de escalada.；—
cúmplice；共犯/同謀；名詞 (s. m. e f.)；Foi considerado cúmplice do roubo.；—
cumprimento；問候/完成；名詞 (s. m.)；Apresentou os seus cumprimentos ao diretor.；—
cunho；特徵/烙印；名詞 (s. m.)；O seu trabalho tem um cunho pessoal inconfundível.；—
cúpula；圓頂/高層；名詞 (s. f.)；A cúpula da igreja é revestida a ouro.；—
cura；治療/治癒；名詞 (s. f.)；A cura para a doença ainda não foi descoberta.；—
curial；適宜的/恰當的；形容詞 (adj.)；A sua intervenção não foi curial naquele contexto.；—
cursivo；草書的/草體；形容詞 (adj.)；A caligrafia cursiva é difícil de ler para algumas pessoas.；—
curtir；鞣製/享受；動詞 (v. tr.)；Foi curtir a pele para fazer um cinto artesanal.；—
curto-circuito；短路/中斷；名詞 (s. m.)；O curto-circuito provocou um incêndio na fábrica.；—
custódia；監護/保管；名詞 (s. f.)；A custódia das crianças foi atribuída à mãe.；—
cutelo；砍刀/屠刀；名詞 (s. m.)；O açougueiro afiou o cutelo antes de cortar a carne.；—
dactilografia；打字/指法；名詞 (s. f.)；Fez um curso de dactilografia para melhorar a velocidade.；—
danificar；損壞/破壞；動詞 (v. tr.)；O temporal danificou várias habitações na costa.；—
data；日期/數據；名詞 (s. f.)；A data do evento foi alterada para sexta-feira.；—
deambular；漫步/閒逛；動詞 (v. intr.)；Deambulou pelas ruas da cidade durante horas.；—
debater；討論/辯論；動詞 (v. tr. e pron.)；O parlamento debateu a nova lei durante três dias.；debater sobre
débil；虛弱的/微弱的；形容詞 (adj.)；O doente ainda está débil após a operação.；—
deblaterar；怒斥/咆哮；動詞 (v. intr.)；Deblaterou contra a injustiça durante todo o discurso.；deblaterar contra
debuxo；草圖/素描；名詞 (s. m.)；Fez um debuxo rápido da paisagem antes de pintar.；—
decadência；衰敗/没落；名詞 (s. f.)；O império entrou em decadência após séculos de esplendor.；—
decalcar；描摹/模仿；動詞 (v. tr.)；O artista decalcou o desenho original.；—
decepar；砍斷/斬斷；動詞 (v. tr.)；Deceparam o ramo que estava a cair.；—
decisivo；決定性的/果斷的；形容詞 (adj.)；O golo decisivo foi marcado nos últimos minutos.；—
declaração；聲明/申報；名詞 (s. f.)；A declaração de imposto deve ser entregue até abril.；—
declinar；衰退/拒絕；動詞 (v. intr. e tr.)；Declinou o convite para a festa por estar ocupado.；declinar de
decoração；裝飾/佈置；名詞 (s. f.)；A decoração da sala era elegante e moderna.；—
decoro；尊嚴/端莊；名詞 (s. m.)；Faltou ao decoro ao fazer aquela piada em público.；—
decrepitude；衰老/破舊；名詞 (s. f.)；O edifício estava em estado de decrepitude total.；—
dedilhar；撥弄/彈奏；動詞 (v. tr.)；Dedilhou o violão suavemente enquanto cantava.；—
defecção；脫黨/背叛；名詞 (s. f.)；A defecção do aliado surpreendeu o governo.；—
defender；捍衛/防守；動詞 (v. tr. e pron.)；O advogado defendeu o seu cliente com veemência.；defender contra
deferência；尊重/順從；名詞 (s. f.)；Tratou o idoso com deferência e respeito.；—
deficiente；殘障的/不足的；形容詞 (adj.)；A iluminação do espaço é deficiente.；—
deflagrar；引爆/爆發；動詞 (v. tr. e intr.)；A bomba deflagrou causando pânico generalizado.；—
deflação；通貨緊縮；名詞 (s. f.)；A deflação pode ser tão perigosa para a economia como a inflação.；—
defluir；流出/退潮；動詞 (v. intr.)；As águas do rio defluem para o oceano.；—
degradação；降級/惡化；名詞 (s. f.)；A degradação ambiental é uma preocupação global.；—
deixar；離開/留下；動詞 (v. tr. e pron.)；Deixou a carta em cima da mesa antes de partir.；—
delapidação；浪費/揮霍；名詞 (s. f.)；A delapidação dos recursos públicos é inaceitável.；—
delatar；告發/檢舉；動詞 (v. tr.)；O cúmplice delatou os restantes membros da gangue.；—
delegação；代表團/授權；名詞 (s. f.)；A delegação portuguesa chegou hoje à cimeira.；—
deleite；愉悅/享受；名詞 (s. m.)；Ler um bom livro é um deleite para a alma.；—
deletério；有害的/有毒的；形容詞 (adj.)；O consumo excessivo de álcool é deletério para a saúde.；—
delicadeza；細膩/精美；名詞 (s. f.)；Falou com delicadeza para não magoar os sentimentos dela.；—
delimitar；劃定/界定；動詞 (v. tr.)；É preciso delimitar as fronteiras do terreno.；—
